UniqueDBIdentifier	Identifier	PosNeg	m/z	Retention time (min)	MultipleRetentionTimes	KEGG ID	HMDB	PubChem	Identity	Formula	Note	Conflict_flag_old	Conflict_1_old	Conflict_2_old
2F12_156.076753_9.74_Pos	2F12	Pos	156.076753	9.74		C00135	HMDB0000177	6274	L-Histidine	C6H9N3O2				
4B3_142.097488_10.08_Pos	4B3	Pos	142.097488	10.08		C00860	HMDB0003431	165271	L-Histidinol	C6H11N3O				
Flores_134.028123_4.19_Neg	Flores	Neg	134.028123	4.19			HMDB0000742	91552	L-Homocysteine	C4H9NO2S				
2A9_136.042675_4.15_Pos	2A9	Pos	136.042675	4.15		C00155	HMDB0000742	91552	L-Homocysteine	C4H9NO2S				
3E9._118.032111_1.58_Pos	3E9.	Pos	118.032111	1.58			HMDB0002287	134505	L-Homocysteine thiolactone	C4H7NOS				
1G7_118.050967_4.93_Neg	1G7	Neg	118.050967	4.93		C00263	HMDB0000719	779	L-Homoserine	C4H9NO3		1	HMDB	Formula; Identity; KEGG ID; PubChem
1G7_120.065519_5_Pos	1G7	Pos	120.065519	5		C00263	HMDB0000719	779	L-Homoserine	C4H9NO3		1	HMDB	Formula; Identity; KEGG ID; PubChem
_367.358154_0.96_Neg		Neg	367.358154	0.96		C08320	HMDB0002003	11197	Lignoceric acid	C24H48O2				
7D1_279.232954_1_Neg	7D1	Neg	279.232954	1		C01595	HMDB0000673	5460332	Linoleate	C18H32O2				
5F5_204.052229_1.32_Neg	5F5	Neg	204.052229	1.32		C00248	HMDB0000962	863	Lipoamide	C8H15NOS2				
5F5_206.066782_1.33_Pos	5F5	Pos	206.066782	1.33		C00248	HMDB0000962	863	Lipoamide	C8H15NOS2				
1B11_130.087353_3.36_Neg	1B11	Neg	130.087353	3.36		C00407	HMDB0000172	6306	L-Isoleucine	C6H13NO2				
1B11_132.101905_3.37_Pos	1B11	Pos	132.101905	3.37		C00407	HMDB0000172	6306	L-Isoleucine	C6H13NO2				
2A1_189.088081_6.59_Neg	2A1	Neg	189.088081	6.59		C00666	HMDB0001370	14454667	"LL-2,6-diaminoheptanedioate"	C7H14N2O4				
2A1_191.102633_6.61_Pos	2A1	Pos	191.102633	6.61		C00666	HMDB0001370	14454667	"LL-2,6-diaminoheptanedioate"	C7H14N2O4				
Internal Std_92.034482_2.68_Neg	Internal Std	Neg	92.034482	2.68					"L-Lactate (3,3,3-13C3)"	[13]C3H6O3				
Internal Std_94.049035_2.68_Pos	Internal Std	Pos	94.049035	2.68					"L-Lactate (3,3,3-13C3)"	[13]C3H6O3				
2A11_130.087353_3.18_Neg	2A11	Neg	130.087353	3.18		C00123	HMDB0000687	6106	L-Leucine	C6H13NO2				
2A11_132.101905_3.19_Pos	2A11	Pos	132.101905	3.19		C00123	HMDB0000687	6106	L-Leucine	C6H13NO2				
Internal Std_136.107481_3.19_Neg	Internal Std	Neg	136.107481	3.19					L-Leucine (13C6)	[13]C6H13NO2				
Internal Std_138.122034_3.19_Pos	Internal Std	Pos	138.122034	3.19					L-Leucine (13C6)	[13]C6H13NO2				
1G1_145.098252_10.39_Neg	1G1	Neg	145.098252	10.39		C00047	HMDB0000182	5962	L-Lysine	C6H14N2O2				
1G1_147.112804_10.39_Pos	1G1	Pos	147.112804	10.39		C00047	HMDB0000182	5962	L-Lysine	C6H14N2O2				
Internal Std_153.11245_10.39_Neg	Internal Std	Neg	153.11245	10.39					"L-Lysine (13C6, 99%, 15N2, 99%)"	[13]C6H14[15]N2O2				
Internal Std_155.127003_10.39_Pos	Internal Std	Pos	155.127003	10.39					"L-Lysine (13C6, 99%, 15N2, 99%)"	[13]C6H14[15]N2O2				
1D2_148.043773_3.46_Neg	1D2	Neg	148.043773	3.46		C00073	HMDB0000696	6137	L-Methionine	C5H11NO2S				
1D2_150.058325_3.46_Pos	1D2	Pos	150.058325	3.46		C00073	HMDB0000696	6137	L-Methionine	C5H11NO2S				
Internal Std_153.060547_3.46_Neg	Internal Std	Neg	153.060547	3.46					L-Methionine (13C5)	[13]C5H11NO2S				
Internal Std_155.0751_3.46_Pos	Internal Std	Pos	155.0751	3.46					L-Methionine (13C5)	[13]C5H11NO2S				
4C10_179.049587_4.55_Neg	4C10	Neg	179.049587	4.55		C03510	HMDB0029430	89034	L-Methionine sulfoximine	C5H12N2O3S				
4C10_181.064139_4.62_Pos	4C10	Pos	181.064139	4.62		C03510	HMDB0029430	89034	L-Methionine sulfoximine	C5H12N2O3S				
4B7_130.087353_3.03_Neg	4B7	Neg	130.087353	3.03		C01933	HMDB0001645	21236	L-Norleucine	C6H13NO2				
4B7_132.101905_3.03_Pos	4B7	Pos	132.101905	3.03		C01933	HMDB0001645	21236	L-Norleucine	C6H13NO2				
2E7._116.071703_3.62_Neg	2E7.	Neg	116.071703	3.62		C01826	HMDB0013716	65098	L-Norvaline	C5H11NO2				
2E7._118.086255_3.65_Pos	2E7.	Pos	118.086255	3.65		C01826	HMDB0013716	65098	L-Norvaline	C5H11NO2				
3E12._131.082602_8.92_Neg	3E12.	Neg	131.082602	8.92		C00077	HMDB0000214	6262	L-Ornithine	C5H12N2O2		1	KEGG ID	HMDB; Identity; PubChem
3E12._133.097154_8.92_Pos	3E12.	Pos	133.097154	8.92		C00077	HMDB0000214	6262	L-Ornithine	C5H12N2O2		1	KEGG ID	HMDB; Identity; PubChem
Internal Std_136.099375_8.92_Neg	Internal Std	Neg	136.099375	8.92					L-Ornithine (13C5)	[13]C5H12N2O2				
Internal Std_138.113928_8.92_Pos	Internal Std	Pos	138.113928	8.92					L-Ornithine (13C5)	[13]C5H12N2O2				
1F2_164.071703_2.95_Neg	1F2	Neg	164.071703	2.95		C00079	HMDB0000159	6140	L-Phenylalanine	C9H11NO2				
1F2_166.086255_2.92_Pos	1F2	Pos	166.086255	2.92		C00079	HMDB0000159	6140	L-Phenylalanine	C9H11NO2				
Internal Std_170.091831_2.95_Neg	Internal Std	Neg	170.091831	2.95					L-Phenylalanine (13C6)	[13]C6C3H11NO2				
Internal Std_172.106384_2.92_Pos	Internal Std	Pos	172.106384	2.92					L-Phenylalanine (13C6)	[13]C6C3H11NO2				
1E4._114.056053_3.91_Neg	1E4.	Neg	114.056053	3.91		C00148	HMDB0000162	145742	L-Proline	C5H9NO2				
1E4._116.070605_3.92_Pos	1E4.	Pos	116.070605	3.92		C00148	HMDB0000162	145742	L-Proline	C5H9NO2				
Internal Std_119.072826_4.02_Neg	Internal Std	Neg	119.072826	4.02					L-Proline (13C5)	[13]C5H9NO2				
Internal Std_121.087379_4.02_Pos	Internal Std	Pos	121.087379	4.02					L-Proline (13C5)	[13]C5H9NO2				
4B1_163.061198_3.31_Neg	4B1	Neg	163.061198	3.31		C00507	HMDB0000849	25310	L-Rhamnose	C6H12O5				
Cleveland's std_149.045547_3.38_Neg	Cleveland's std	Neg	149.045547	3.38			HMDB0003371	644111	L-Ribulose	C5H10O5				
2B9_195.988222_3.31_Neg	2B9	Neg	195.988222	3.31		C05335	HMDB0003966	15103	L-Selenomethionine	C5H11NO2Se				
2B9_198.002774_3.42_Pos	2B9	Pos	198.002774	3.42		C05335	HMDB0003966	15103	L-Selenomethionine	C5H11NO2Se				
1B2_104.035317_5.4_Neg	1B2	Neg	104.035317	5.4		C00065	HMDB0000187	5951	L-Serine	C3H7NO3				
1B2_106.049869_5.39_Pos	1B2	Pos	106.049869	5.39		C00065	HMDB0000187	5951	L-Serine	C3H7NO3				
Internal Std_107.045381_5.4_Neg	Internal Std	Neg	107.045381	5.4					L-Serine (13C3)	[13]C3H7NO3				
Internal Std_109.059934_5.4_Pos	Internal Std	Pos	109.059934	5.4					L-Serine (13C3)	[13]C3H7NO3				
1A6_118.050967_4.73_Neg	1A6	Neg	118.050967	4.73		C00188	HMDB0000167	6288	L-Threonine	C4H9NO3				
1A6_120.065519_4.8_Pos	1A6	Pos	120.065519	4.8		C00188	HMDB0000167	6288	L-Threonine	C4H9NO3				
1E2._203.082602_3.47_Neg	1E2.	Neg	203.082602	3.47		C00078	HMDB0000929	6305	L-Tryptophan	C11H12N2O2		1	KEGG ID	HMDB; Identity; PubChem
1E2._205.097154_3.55_Pos	1E2.	Pos	205.097154	3.55		C00078	HMDB0000929	6305	L-Tryptophan	C11H12N2O2		1	KEGG ID	HMDB; Identity; PubChem
Internal Std_206.101431_3.54_Neg	Internal Std	Neg	206.101431	3.54					"L-Tryptophan (2,3,3-D3)"	C11H9D3N2O2				
Internal Std_208.115984_3.54_Pos	Internal Std	Pos	208.115984	3.54					"L-Tryptophan (2,3,3-D3)"	C11H9D3N2O2				
5D1_202.098586_2.02_Neg	5D1	Neg	202.098586	2.02		C00977	HMDB0013318	439356	L-Tryptophanamide	C11H13N3O				
5D1_204.113138_2.01_Pos	5D1	Pos	204.113138	2.01		C00977	HMDB0013318	439356	L-Tryptophanamide	C11H13N3O				
1G2_180.066617_4.12_Neg	1G2	Neg	180.066617	4.12		C00082	HMDB0000158	6057	L-Tyrosine	C9H11NO3		1	HMDB; KEGG ID; PubChem	Formula; Identity
1G2_182.081169_4.2_Pos	1G2	Pos	182.081169	4.2		C00082	HMDB0000158	6057	L-Tyrosine	C9H11NO3		1	HMDB; KEGG ID; PubChem	Formula; Identity
Internal Std_186.086745_4.21_Neg	Internal Std	Neg	186.086745	4.21					L-Tyrosine (ring-13C6)	[13]C6C3H11NO3				
Internal Std_188.101299_4.21_Pos	Internal Std	Pos	188.101299	4.21					L-Tyrosine (ring-13C6)	[13]C6C3H11NO3				
5C9_241.073099_1.46_Neg	5C9	Neg	241.073099	1.46		C01727		5326566	Lumichrome	C12H10N4O2				
5C9_243.087652_1.54_Pos	5C9	Pos	243.087652	1.54		C01727		5326566	Lumichrome	C12H10N4O2				
1G5_116.071703_3.81_Neg	1G5	Neg	116.071703	3.81		C00183	HMDB0000883	6287	L-Valine	C5H11NO2				
1G5_118.086255_3.82_Pos	1G5	Pos	118.086255	3.82		C00183	HMDB0000883	6287	L-Valine	C5H11NO2				
5B3_115.003683_5.68_Neg	5B3	Neg	115.003683	5.68		C01384	HMDB0000176	444266	Maleic acid	C4H4O4				
2B10_98.023654_3.34_Pos	2B10	Pos	98.023654	3.34		C07272		10935	Maleimide	C4H3NO2				
1C10_103.003683_5.76_Neg	1C10	Neg	103.003683	5.76		C00383	HMDB0000691	9084	Malonate	C3H4O4				
Flores_852.108325_6.35_Neg	Flores	Neg	852.108325	6.35			HMDB0001175	644066	Malonyl CoA	C24H38N7O19P3S				
Flores_854.122878_6.38_Pos	Flores	Pos	854.122878	6.38			HMDB0001175	644066	Malonyl CoA	C24H38N7O19P3S				
6G9_341.108935_5.43_Neg	6G9	Neg	341.108935	5.43		C00208	HMDB0000163	6255	Maltose	C12H22O11				
5C3_151.040068_1.52_Neg	5C3	Neg	151.040068	1.52		C01983	HMDB0000703	1292	Mandelic acid	C8H8O3				
6G6_181.071761_4.45_Neg	6G6	Neg	181.071761	4.45		C00392	HMDB0000765	6251	Mannitol	C6H14O6				
6G6_183.086315_4.45_Pos	6G6	Pos	183.086315	4.45		C00392	HMDB0000765	6251	Mannitol	C6H14O6				
6F11_181.070665_1.6_Pos	6F11	Pos	181.070665	1.6					Mannose	C6H12O6				
5B2_231.113902_1.27_Neg	5B2	Neg	231.113902	1.27		C01598	HMDB0001389	896	Melatonin	C13H16N2O2				
5B2_233.128454_1.27_Pos	5B2	Pos	233.128454	1.27		C01598	HMDB0001389	896	Melatonin	C13H16N2O2				
6G7_341.108935_5.75_Neg	6G7	Neg	341.108935	5.75		C05402	HMDB0000048	440658	Melibiose	C12H22O11				
6G7_343.123488_5.72_Pos	6G7	Pos	343.123488	5.72		C05402	HMDB0000048	440658	Melibiose	C12H22O11				
6E5._118.980838_1.19_Neg	6E5.	Neg	118.980838	1.19		C00957	HMDB0001368	98	Mercaptopyruvate	C3H4O3S				
4B11_149.009162_6_Neg	4B11	Neg	149.009162	6		C00552		447315	Meso-tartaric acid	C4H6O6				
4D6_118.086255_5.9_Pos	4D6	Pos	118.086255	5.9		C15987		70703	Methyl 4-aminobutyrate	C5H11NO2				
6B9_115.040067_1.1_Neg	6B9	Neg	115.040067	1.1			HMDB0000310	7757	Methyl acetoacetate	C5H8O3	KEGG not available	1	KEGG ID	Formula; HMDB; Identity; PubChem
6B9_117.054621_1.22_Pos	6B9	Pos	117.054621	1.22			HMDB0000310	7757	Methyl acetoacetate	C5H8O3	KEGG not available	1	KEGG ID	Formula; HMDB; Identity; PubChem
3H3_193.071762_3.26_Neg	3H3	Neg	193.071762	3.26		C03619		94214	Methyl Beta-D-Galactoside	C7H14O6				
6C5_188.071702_1.26_Neg	6C5	Neg	188.071702	1.26		C20635	HMDB0029738	74706	Methyl Indole-3-acetate	C11H11NO2		1	HMDB	Formula; Identity; KEGG ID; PubChem
6C5_190.086255_1.29_Pos	6C5	Pos	190.086255	1.29		C20635	HMDB0029738	74706	Methyl Indole-3-acetate	C11H11NO2		1	HMDB	Formula; Identity; KEGG ID; PubChem
7D8_223.133968_1.11_Neg	7D8	Neg	223.133968	1.11		C11512	HMDB0036583	5281929	Methyl Jasmonate	C13H20O3				
7D8_225.148521_1.11_Pos	7D8	Pos	225.148521	1.11		C11512	HMDB0036583	5281929	Methyl Jasmonate	C13H20O3				
2C9_74.071273_10.33_Pos	2C9	Pos	74.071273	10.33		C02294	HMDB0001522	10111	Methylguanidine	C2H7N3				
5F9_117.019333_5.04_Neg	5F9	Neg	117.019333	5.04		C02170	HMDB0000202	487	Methylmalonate	C4H6O4				
6C4_145.050632_1.2_Neg	6C4	Neg	145.050632	1.2			HMDB0000858	73917	Mono-Methyl Glutarate	C6H10O4				
6C4_147.065185_1.25_Pos	6C4	Pos	147.065185	1.25			HMDB0000858	73917	Mono-Methyl Glutarate	C6H10O4				
6F10_179.056111_5.86_Neg	6F10	Neg	179.056111	5.86		C00137	HMDB0000211	892	Myo-inositol	C6H12O6				
7B6_227.201653_1.01_Neg	7B6	Neg	227.201653	1.01		C06424	HMDB0000806	11005	Myristic acid	C14H28O2				
_372.310835_1.35_Pos		Pos	372.310835	1.35	1		HMDB0005066	53477791	Myristoyl-L-Carnitine	C21H41NO4				
_372.310835_2.22_Pos		Pos	372.310835	2.22	1		HMDB0005066	53477791	Myristoyl-L-Carnitine	C21H41NO4				
2C4_170.092403_8.5_Pos	2C4	Pos	170.092403	8.5		C01152	HMDB0000479	64969	N(pai)-Methyl-L-Histidine	C7H11N3O2				
6D4_135.092772_1.19_Neg	6D4	Neg	135.092772	1.19		C04203		90565	"N,N-Dimethyl-1,4-Phenylenediamine"	C8H12N2				
6D4_137.107325_1.39_Pos	6D4	Pos	137.107325	1.39		C04203		90565	"N,N-Dimethyl-1,4-Phenylenediamine"	C8H12N2				
5F2_204.124371_1.38_Pos	5F2	Pos	204.124371	1.38		C04083		92180	N6-(delta2-Isopentenyl)-adenine	C10H13N5				
3B4_187.145202_8_Neg	3B4	Neg	187.145202	8		C03793	HMDB0001325	159659	"N6,N6,N6-Trimethyl-L-Lysine"	C9H20N2O2				
3B4_189.159754_7.93_Pos	3B4	Pos	189.159754	7.93		C03793	HMDB0001325	159659	"N6,N6,N6-Trimethyl-L-Lysine"	C9H20N2O2				
4A3_220.082661_3.52_Neg	4A3	Neg	220.082661	3.52		C01132	HMDB0000853	35717	N-Acetyl-D-Galactosamine	C8H15NO6				
4A3_222.097213_3.48_Pos	4A3	Pos	222.097213	3.48		C01132	HMDB0000853	35717	N-Acetyl-D-Galactosamine	C8H15NO6				
1C4_222.097213_3.52_Pos	1C4	Pos	222.097213	3.52	1	C00140	HMDB0000215	439174	N-Acetyl-D-Glucosamine	C8H15NO6	RT 3.52 or 4.1			
1C4_222.097213_4.1_Pos	1C4	Pos	222.097213	4.1	1	C00140	HMDB0000215	439174	N-Acetyl-D-Glucosamine	C8H15NO6				
4A4_188.056447_4.93_Neg	4A4	Neg	188.056447	4.93		C00624	HMDB0001138	185	N-Acetyl-DL-Glutamic acid	C7H11NO5		1	KEGG ID	Formula; HMDB; Identity; PubChem
4A4_190.070999_5.05_Pos	4A4	Pos	190.070999	5.05		C00624	HMDB0001138	185	N-Acetyl-DL-Glutamic acid	C7H11NO5		1	KEGG ID	Formula; HMDB; Identity; PubChem
3E2._190.054338_1.38_Neg	3E2.	Neg	190.054338	1.38		C02712	HMDB0011745	6180	N-Acetyl-DL-Methionine	C7H13NO3S				
3E2._192.068891_1.5_Pos	3E2.	Pos	192.068891	1.5		C02712	HMDB0011745	6180	N-Acetyl-DL-Methionine	C7H13NO3S				
4G11_146.045882_3.2_Neg	4G11	Neg	146.045882	3.2			HMDB0002931	352294	N-Acetyl-DL-Serine	C5H9NO4				
4G11_148.060434_3.26_Pos	4G11	Pos	148.060434	3.26			HMDB0002931	352294	N-Acetyl-DL-Serine	C5H9NO4				
1H11_220.082661_3.63_Neg	1H11	Neg	220.082661	3.63		C00645	HMDB0001129	439281	N-Acetyl-D-Mannosamine	C8H15NO6				
1H11_222.097213_3.69_Pos	1H11	Pos	222.097213	3.69		C00645	HMDB0001129	439281	N-Acetyl-D-Mannosamine	C8H15NO6	Kim's sample			
1H9_245.093166_1.76_Neg	1H9	Neg	245.093166	1.76		C03137	HMDB0013713	439917	N-Acetyl-D-Tryptophan	C13H14N2O3				
1H9_247.107718_1.8_Pos	1H9	Pos	247.107718	1.8		C03137	HMDB0013713	439917	N-Acetyl-D-Tryptophan	C13H14N2O3				
Pyo's std_300.048991_5.33_Neg	Pyo's std	Neg	300.048991	5.33		C00357	HMDB0001062	439219	N-Acetyl-Glucosamine-6-phosphate	C8H16NO9P				
Yunpyo Kang_302.063544_5.33_Pos	Yunpyo Kang	Pos	302.063544	5.33		C00357	HMDB0001062	439219	N-Acetyl-Glucosamine-6-phosphate	C8H16NO9P				
2H1_116.035317_2.95_Neg	2H1	Neg	116.035317	2.95			HMDB0000532	10972	N-Acetylglycine	C4H7NO3				
2H1_118.049869_3.05_Pos	2H1	Pos	118.049869	3.05			HMDB0000532	10972	N-Acetylglycine	C4H7NO3				
3G8_130.050967_2.36_Neg	3G8	Neg	130.050967	2.36			HMDB0000766	88064	N-Acetyl-L-Alanine	C5H9NO3	KEGG not available	1	KEGG ID	Formula; HMDB; Identity; PubChem
3G8_132.065519_2.48_Pos	3G8	Pos	132.065519	2.48			HMDB0000766	88064	N-Acetyl-L-Alanine	C5H9NO3	KEGG not available	1	KEGG ID	Formula; HMDB; Identity; PubChem
2H2_174.040796_5.03_Neg	2H2	Neg	174.040796	5.03		C01042	HMDB0000812	65065	N-Acetyl-L-Aspartic acid	C6H9NO5		1	KEGG ID	Formula; HMDB; Identity; PubChem
2H2_176.055348_5.03_Pos	2H2	Pos	176.055348	5.03		C01042	HMDB0000812	65065	N-Acetyl-L-Aspartic acid	C6H9NO5		1	KEGG ID	Formula; HMDB; Identity; PubChem
Internal Std_177.059626_5.03_Neg	Internal Std	Neg	177.059626	5.03					"N-Acetyl-L-Aspartic-2,3,3-D3 Acid"	C6H6D3NO5				
Internal Std_179.074179_5.08_Pos	Internal Std	Pos	179.074179	5.08					"N-Acetyl-L-Aspartic-2,3,3-D3 Acid"	C6H6D3NO5				
4A7_164.03759_1.43_Pos	4A7	Pos	164.03759	1.43	1	C06809	HMDB0001890	12035	N-Acetyl-L-Cysteine	C5H9NO3S				
4A7_164.03759_2.15_Pos	4A7	Pos	164.03759	2.15	1	C06809	HMDB0001890	12035	N-Acetyl-L-Cysteine	C5H9NO3S				
6C1_172.097917_1.2_Neg	6C1	Neg	172.097917	1.2		C02710	HMDB0011756	70912	N-Acetyl-L-Leucine	C8H15NO3				
6C1_174.11247_1.25_Pos	6C1	Pos	174.11247	1.25		C02710	HMDB0011756	70912	N-Acetyl-L-Leucine	C8H15NO3				
5C11_206.082267_1.32_Neg	5C11	Neg	206.082267	1.32		C03519	HMDB0000512	74839	N-Acetyl-L-Phenylalanine	C11H13NO3				
5C11_208.096819_1.37_Pos	5C11	Pos	208.096819	1.37		C03519	HMDB0000512	74839	N-Acetyl-L-Phenylalanine	C11H13NO3				
5C12_156.066617_1.93_Neg	5C12	Neg	156.066617	1.93			HMDB0094701	66141	N-Acetyl-L-Proline	C7H11NO3				
5C12_158.081169_2.09_Pos	5C12	Pos	158.081169	2.09			HMDB0094701	66141	N-Acetyl-L-Proline	C7H11NO3				
1A8_308.098705_4.51_Neg	1A8	Neg	308.098705	4.51		C00270	HMDB0000230	439197	N-Acetylneuraminate	C11H19NO9		1	HMDB; KEGG ID; PubChem	Identity
1A8_310.113257_4.61_Pos	1A8	Pos	310.113257	4.61		C00270	HMDB0000230	439197	N-Acetylneuraminate	C11H19NO9		1	HMDB; KEGG ID; PubChem	Identity
4A2_131.117889_7.33_Pos	4A2	Pos	131.117889	7.33		C02714	HMDB0002064	122356	N-Acetylputrescine	C6H14N2O				
6A7_217.098251_1.47_Neg	6A7	Neg	217.098251	1.47		C00978	HMDB0001238	903	N-Acetylserotonin	C12H14N2O2				
6A7_219.112804_1.44_Pos	6A7	Pos	219.112804	1.44		C00978	HMDB0001238	903	N-Acetylserotonin	C12H14N2O2				
1A1_662.101847_4.68_Neg	1A1	Neg	662.101847	4.68		C00003	HMDB0000902	5892	NAD	C21H27N7O14P2				
1A1_664.116399_4.85_Pos	1A1	Pos	664.116399	4.85		C00003	HMDB0000902	5892	NAD	C21H27N7O14P2				
2G2_173.056781_3.58_Neg	2G2	Neg	173.056781	3.58			HMDB0006028	99715	N-Alpha-acetyl-L-Asparagine	C6H10N2O4	KEGG not available	1	KEGG ID	Formula; HMDB; Identity; PubChem
2G2_175.071333_3.65_Pos	2G2	Pos	175.071333	3.65			HMDB0006028	99715	N-Alpha-acetyl-L-Asparagine	C6H10N2O4	KEGG not available	1	KEGG ID	Formula; HMDB; Identity; PubChem
3C11_187.108816_4.9_Neg	3C11	Neg	187.108816	4.9		C12989	HMDB0000446	92907	Nalpha-Acetyl-L-Lysine	C8H16N2O3				
3C11_189.123368_4.92_Pos	3C11	Pos	189.123368	4.92		C12989	HMDB0000446	92907	Nalpha-Acetyl-L-Lysine	C8H16N2O3				
4E1._174.052029_5.31_Neg	4E1.	Neg	174.052029	5.31		C03139	HMDB0003157	439918	N-Amidino-L-Aspartic acid	C5H9N3O4				
4E1._176.066582_5.44_Pos	4E1.	Pos	176.066582	5.44		C03139	HMDB0003157	439918	N-Amidino-L-Aspartic acid	C5H9N3O4				
7F6_365.342504_0.98_Neg	7F6	Neg	365.342504	0.98		C08323	HMDB0002368	5281120	Nervonic acid	C24H46O2				
4B8_102.019667_3.31_Neg	4B8	Neg	102.019667	3.31			HMDB0011602	75606	N-Formylglycine	C3H5NO3				
4B8_104.034219_3.36_Pos	4B8	Pos	104.034219	3.36			HMDB0011602	75606	N-Formylglycine	C3H5NO3				
2B11_201.135699_7.53_Neg	2B11	Neg	201.135699	7.53		C03626		136216629	"NG,NG'-Dimethyl-L-Arginine di(p-hydroxyazobenzene-p'-sulfonate) salt"	C8H18N4O2				
2B11_203.150252_7.44_Pos	2B11	Pos	203.150252	7.44		C03626		136216629	"NG,NG'-Dimethyl-L-Arginine di(p-hydroxyazobenzene-p'-sulfonate) salt"	C8H18N4O2				
1E11._121.040737_1.76_Neg	1E11.	Neg	121.040737	1.76		C00153	HMDB0001406	936	Nicotinamide	C6H6N2O				
1E11._123.055289_1.76_Pos	1E11.	Pos	123.055289	1.76		C00153	HMDB0001406	936	Nicotinamide	C6H6N2O				
2H6_665.100414_5.51_Pos	2H6	Pos	665.100414	5.51		C04423		135398705	Nicotinamide hypoxanthine dinucleotide	C21H26N6O15P2				
1G11_335.063879_5.29_Pos	1G11	Pos	335.063879	5.29		C00455	HMDB0000229	14180	Nicotinamide mononucleotide	C11H15N2O8P				
1B7_122.024752_2_Neg	1B7	Neg	122.024752	2		C00253	HMDB0001488	937	Nicotinate	C6H5NO2				
1B7_124.039304_2.1_Pos	1B7	Pos	124.039304	2.1		C00253	HMDB0001488	937	Nicotinate	C6H5NO2				
2G1_743.052193_6.79_Neg	2G1	Neg	743.052193	6.79		C13051	HMDB0001179	123952	Nicotinic acid adenine dinucleotide phosphate	C21H27N6O18P3				
2G1_745.066745_6.88_Pos	2G1	Pos	745.066745	6.88		C13051	HMDB0001179	123952	Nicotinic acid adenine dinucleotide phosphate	C21H27N6O18P3				
2F10_146.045882_4.42_Neg	2F10	Neg	146.045882	4.42		C12269	HMDB0002393	22880	N-Methyl-D-Aspartic acid	C5H9NO4				
2F10_148.060434_4.49_Pos	2F10	Pos	148.060434	4.49		C12269	HMDB0002393	22880	N-Methyl-D-Aspartic acid	C5H9NO4				
2F4_160.061532_4.2_Neg	2F4	Neg	160.061532	4.2		C01046	HMDB0062660	439377	N-Methyl-L-Glutamic acid	C6H11NO4				
2F4_162.076084_4.28_Pos	2F4	Pos	162.076084	4.28		C01046	HMDB0062660	439377	N-Methyl-L-Glutamic acid	C6H11NO4				
5D3_175.122974_8.54_Pos	5D3	Pos	175.122974	8.54		C06213	HMDB0004370	6088	N-Methyltryptamine	C11H14N2				
7A4_157.123403_1.08_Neg	7A4	Neg	157.123403	1.08		C01601	HMDB0000847	5461016	Nonanoate	C9H18O2				
3H1_202.108482_3.01_Neg	3H1	Neg	202.108482	3.01		C02571	HMDB0000201	7045767	O-Acetyl-L-carnitine	C9H17NO4				
3H1_204.123034_3.3_Pos	3H1	Pos	204.123034	3.3		C02571	HMDB0000201	7045767	O-Acetyl-L-carnitine	C9H17NO4				
3C3_146.045882_3.26_Neg	3C3	Neg	146.045882	3.26		C00979	HMDB0003011	99478	O-Acetyl-L-Serine	C5H9NO4				
3C3_148.060434_3.26_Pos	3C3	Pos	148.060434	3.26		C00979	HMDB0003011	99478	O-Acetyl-L-Serine	C5H9NO4				
_288.216935_1.39_Pos		Pos	288.216935	1.39	1	C02838	HMDB0000791	11953814	Octanoyl-L-Carnitine	C15H29NO4				
_288.216935_2.22_Pos		Pos	288.216935	2.22	1	C02838	HMDB0000791	11953814	Octanoyl-L-Carnitine	C15H29NO4				
3C10_152.071703_6.73_Neg	3C10	Neg	152.071703	6.73		C04227	HMDB0004825	4581	Octopamine	C8H11NO2				
3C10_154.086255_6.51_Pos	3C10	Pos	154.086255	6.51		C04227	HMDB0004825	4581	Octopamine	C8H11NO2				
7F2_281.248604_1.09_Neg	7F2	Neg	281.248604	1.09		C00712	HMDB0000207	445639	Oleate	C18H34O2				
_426.357785_1.32_Pos		Pos	426.357785	1.32			HMDB0005065	46907933	Oleoyl-L-Carnitine	C25H47NO4				
7D7_215.165268_1.1_Neg	7D7	Neg	215.165268	1.1		C08317	HMDB0002059	79034	Omega-hydroxydodecanoic acid	C12H24O3				
2E3._184.001648_6.12_Neg	2E3.	Neg	184.001648	6.12		C01005	HMDB0001721	68841	O-Phospho-L-Serine	C3H8NO6P				
2E3._186.0162_6.17_Pos	2E3.	Pos	186.0162	6.17		C01005	HMDB0001721	68841	O-Phospho-L-Serine	C3H8NO6P				
1D9_140.011819_5.57_Neg	1D9	Neg	140.011819	5.57		C00346	HMDB0000224	1015	O-Phosphorylethanolamine	C2H8NO4P				
1D9_142.026371_5.72_Pos	1D9	Pos	142.026371	5.72		C00346	HMDB0000224	1015	O-Phosphorylethanolamine	C2H8NO4P				
4F1_288.120109_4.36_Neg	4F1	Neg	288.120109	4.36		C21016	HMDB0005765	7018721	Ophthalmic acid	C11H19N3O6				
4F1_290.134661_4.44_Pos	4F1	Pos	290.134661	4.44		C21016	HMDB0005765	7018721	Ophthalmic acid	C11H19N3O6				
1D8_155.009831_3.15_Neg	1D8	Neg	155.009831	3.15		C00295	HMDB0000226	1492348	Orotate	C5H4N2O4				
